VALUE,COUNT,LU_CODEV7N,LU_CODEV7,TERTIARY_V7,SECONDARY_V7,PRIMARY_V7,CLASSES_18,C18_DESCRIPTION,TOPO_FEATURES,TOPO_FEAT_DESC,CLUM_DATA,CLUM_DATA_DESC,PROT_AREAS,PROT_AREAS_DESC,WH_AREAS,WH_AREAS_DESC,TENURE,TENURE_DESC,FOREST_TYPE,FOREST_TYPE_DESC,VEG_CONDITION,VEG_COND_DESC,COMMODITIES,COMMODITIES_DESC,IRRIGATION,IRRIGATION_DESC
4551,10,116,1.1.6,1.1.6 Protected landscape,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,114,1.1.4 Natural feature protection,50,V. Protected landscape/seascape,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4552,1,620,6.2.0,6.2.0 Reservoir/dam,6.2 Reservoir/dam,6 Water,17,Water (6.0),8,Reservoir,320,3.2.0 Grazing modified pastures,0,Not a protected area,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,0,Non-forest or no data,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4553,1,310,3.1.0,3.1.0 Plantation forestry,3.1 Plantation forestry,3 Production from dryland agriculture and plantations,6,"Plantation forestry (3.1, 4.1)",0,Not a topographic feature,130,1.3.0 Other minimal use,0,Not a protected area,0,IUCN management category unassigned or not a WHA,0,"Ocean, estuary with no tenure; no data",5,Plantation forest - irrigation status unknown,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4554,3,441,4.4.1,4.4.1 Irrigated tree fruits,4.4 Irrigated perennial horticulture,4 Production from irrigated agriculture and plantations,12,"Irrigated horticulture (4.4, 4.5)",0,Not a topographic feature,420,4.2.0 Grazing irrigated modified pastures,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,18,Apples,1,Irrigated agriculture
4556,1,610,6.1.0,6.1.0 Lake,6.1 Lake,6 Water,17,Water (6.0),1,Lake - perennial,600,6.0.0 Water,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4557,2,116,1.1.6,1.1.6 Protected landscape,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,114,1.1.4 Natural feature protection,50,V. Protected landscape/seascape,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4558,71,620,6.2.0,6.2.0 Reservoir/dam,6.2 Reservoir/dam,6 Water,17,Water (6.0),8,Reservoir,117,1.1.7 Other conserved area,0,Not a protected area,0,IUCN management category unassigned or not a WHA,10,Public land - other,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4559,4,349,3.4.9,3.4.9 Grapes,3.4 Perennial horticulture,3 Production from dryland agriculture and plantations,9,"Dryland horticulture (3.4, 3.5)",0,Not a topographic feature,420,4.2.0 Grazing irrigated modified pastures,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,25,Grapes,0,"Dryland agriculture, not ag. or no data"
4560,98,111,1.1.1,1.1.1 Strict nature reserves,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,114,1.1.4 Natural feature protection,11,Ia. Strict nature reserve,0,IUCN management category unassigned or not a WHA,1,Multiple use forests,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4561,1,620,6.2.0,6.2.0 Reservoir/dam,6.2 Reservoir/dam,6 Water,17,Water (6.0),8,Reservoir,320,3.2.0 Grazing modified pastures,0,Not a protected area,0,IUCN management category unassigned or not a WHA,10,Public land - other,0,Non-forest or no data,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4562,1,620,6.2.0,6.2.0 Reservoir/dam,6.2 Reservoir/dam,6 Water,17,Water (6.0),8,Reservoir,338,3.3.8 Pulses,0,Not a protected area,0,IUCN management category unassigned or not a WHA,10,Public land - other,0,Non-forest or no data,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4563,1,434,4.3.4,4.3.4 Irrigated oil seeds,4.3 Irrigated cropping,4 Production from irrigated agriculture and plantations,11,Irrigated cropping (4.3),0,Not a topographic feature,434,4.3.4 Irrigated oil seeds,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,10,Winter oilseeds,1,Irrigated agriculture
4564,16,114,1.1.4,1.1.4 Natural feature protection,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,114,1.1.4 Natural feature protection,30,III. Natural monument,0,IUCN management category unassigned or not a WHA,10,Public land - other,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4565,27,114,1.1.4,1.1.4 Natural feature protection,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,114,1.1.4 Natural feature protection,30,III. Natural monument,0,IUCN management category unassigned or not a WHA,1,Multiple use forests,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4566,1,620,6.2.0,6.2.0 Reservoir/dam,6.2 Reservoir/dam,6 Water,17,Water (6.0),8,Reservoir,338,3.3.8 Pulses,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4567,1,333,3.3.3,3.3.3 Hay and silage,3.3 Cropping,3 Production from dryland agriculture and plantations,8,Dryland cropping (3.3),0,Not a topographic feature,600,6.0.0 Water,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,13,Pastures and crops for hay and silage,0,"Dryland agriculture, not ag. or no data"
4568,13,133,1.3.3,1.3.3 Residual native cover,1.3 Other minimal use,1 Conservation and natural environments,3,Other minimal use (1.3),0,Not a topographic feature,338,3.3.8 Pulses,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,3,Native open forest,1,No modification of native vegetation,0,Unallocated agricultural land,0,"Dryland agriculture, not ag. or no data"
4569,1,115,1.1.5,1.1.5 Habitat/species management area,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,221,2.2.1 Wood production,40,IV. Habitat/species management area,0,IUCN management category unassigned or not a WHA,1,Multiple use forests,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4570,2,116,1.1.6,1.1.6 Protected landscape,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,114,1.1.4 Natural feature protection,50,V. Protected landscape/seascape,0,IUCN management category unassigned or not a WHA,1,Multiple use forests,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4572,3,575,5.7.5,5.7.5 Navigation and communication,5.7 Transport and communication,5 Intensive uses,15,"Urban intensive uses (5.3, 5.4, 5.4.1, 5.5, 5.6, 5.7)",0,Not a topographic feature,575,5.7.5 Navigation and communication,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4573,12,611,6.1.1,6.1.1 Lake - conservation,6.1 Lake,6 Water,17,Water (6.0),1,Lake - perennial,117,1.1.7 Other conserved area,11,Ia. Strict nature reserve,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4574,12,210,2.1.0,2.1.0 Grazing native vegetation,2.1 Grazing native vegetation,2 Production from relatively natural environments,4,Grazing native vegetation (2.1),0,Not a topographic feature,661,6.6.1 Estuary/coastal waters - conservation,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,1,Grazing - native or naturalised pasture or native-exotic pasture mosaic,0,"Dryland agriculture, not ag. or no data"
4575,13,620,6.2.0,6.2.0 Reservoir/dam,6.2 Reservoir/dam,6 Water,17,Water (6.0),8,Reservoir,622,6.2.2 Water storage - intensive use/farm dams,0,Not a protected area,0,IUCN management category unassigned or not a WHA,11,Water production,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4577,1,116,1.1.6,1.1.6 Protected landscape,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,114,1.1.4 Natural feature protection,50,V. Protected landscape/seascape,0,IUCN management category unassigned or not a WHA,1,Multiple use forests,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4578,4,432,4.3.2,4.3.2 Irrigated beverage and spice crops,4.3 Irrigated cropping,4 Production from irrigated agriculture and plantations,11,Irrigated cropping (4.3),0,Not a topographic feature,320,3.2.0 Grazing modified pastures,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,32,Other non-cereal crops - mainly coriander or hops,1,Irrigated agriculture
4579,13,113,1.1.3,1.1.3 National park,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,600,6.0.0 Water,20,II. National park,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4580,82,620,6.2.0,6.2.0 Reservoir/dam,6.2 Reservoir/dam,6 Water,17,Water (6.0),8,Reservoir,600,6.0.0 Water,0,Not a protected area,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4581,3,210,2.1.0,2.1.0 Grazing native vegetation,2.1 Grazing native vegetation,2 Production from relatively natural environments,4,Grazing native vegetation (2.1),0,Not a topographic feature,600,6.0.0 Water,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,3,Native open forest,1,No modification of native vegetation,2,Grazing - largely of woodland and open forest,0,"Dryland agriculture, not ag. or no data"
4582,10,113,1.1.3,1.1.3 National park,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,600,6.0.0 Water,20,II. National park,0,IUCN management category unassigned or not a WHA,10,Public land - other,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4583,4,113,1.1.3,1.1.3 National park,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,600,6.0.0 Water,20,II. National park,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4584,2,620,6.2.0,6.2.0 Reservoir/dam,6.2 Reservoir/dam,6 Water,17,Water (6.0),8,Reservoir,600,6.0.0 Water,20,II. National park,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4585,8,220,2.2.0,2.2.0 Production forestry,2.2 Production forestry,2 Production from relatively natural environments,5,Production forestry (2.2),0,Not a topographic feature,338,3.3.8 Pulses,0,Not a protected area,0,IUCN management category unassigned or not a WHA,1,Multiple use forests,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4586,46,117,1.1.7,1.1.7 Other conserved area,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,600,6.0.0 Water,0,Not a protected area,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4587,20,620,6.2.0,6.2.0 Reservoir/dam,6.2 Reservoir/dam,6 Water,17,Water (6.0),8,Reservoir,600,6.0.0 Water,0,Not a protected area,0,IUCN management category unassigned or not a WHA,11,Water production,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4588,5,620,6.2.0,6.2.0 Reservoir/dam,6.2 Reservoir/dam,6 Water,17,Water (6.0),8,Reservoir,600,6.0.0 Water,20,II. National park,0,IUCN management category unassigned or not a WHA,11,Water production,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4589,2,620,6.2.0,6.2.0 Reservoir/dam,6.2 Reservoir/dam,6 Water,17,Water (6.0),8,Reservoir,562,5.6.2 Hydro electricity generation,0,Not a protected area,0,IUCN management category unassigned or not a WHA,11,Water production,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
